/datahdd/Dataset/UCF_Crimes/Videos/Abuse/Abuse020_x264.mp4,0,3104.0
/datahdd/Dataset/UCF_Crimes/Videos/Abuse/Abuse013_x264.mp4,0,4869.0
/datahdd/Dataset/UCF_Crimes/Videos/Abuse/Abuse027_x264.mp4,0,4372.0
/datahdd/Dataset/UCF_Crimes/Videos/Abuse/Abuse007_x264.mp4,0,1150.0
/datahdd/Dataset/UCF_Crimes/Videos/Abuse/Abuse017_x264.mp4,0,1920.0
/datahdd/Dataset/UCF_Crimes/Videos/Abuse/Abuse045_x264.mp4,0,5085.0
/datahdd/Dataset/UCF_Crimes/Videos/Abuse/Abuse015_x264.mp4,0,7875.0
/datahdd/Dataset/UCF_Crimes/Videos/Abuse/Abuse012_x264.mp4,0,5130.0
/datahdd/Dataset/UCF_Crimes/Videos/Abuse/Abuse002_x264.mp4,0,865.0
/datahdd/Dataset/UCF_Crimes/Videos/Abuse/Abuse029_x264.mp4,0,300.0
/datahdd/Dataset/UCF_Crimes/Videos/Abuse/Abuse008_x264.mp4,0,8406.0
/datahdd/Dataset/UCF_Crimes/Videos/Abuse/Abuse001_x264.mp4,0,2729.0
/datahdd/Dataset/UCF_Crimes/Videos/Abuse/Abuse010_x264.mp4,0,1133.0
/datahdd/Dataset/UCF_Crimes/Videos/Abuse/Abuse022_x264.mp4,0,2832.0
/datahdd/Dataset/UCF_Crimes/Videos/Abuse/Abuse041_x264.mp4,0,1385.0
/datahdd/Dataset/UCF_Crimes/Videos/Abuse/Abuse028_x264.mp4,0,1412.0
/datahdd/Dataset/UCF_Crimes/Videos/Abuse/Abuse023_x264.mp4,0,992.0
/datahdd/Dataset/UCF_Crimes/Videos/Abuse/Abuse050_x264.mp4,0,4862.0
/datahdd/Dataset/UCF_Crimes/Videos/Abuse/Abuse039_x264.mp4,0,14144.0
/datahdd/Dataset/UCF_Crimes/Videos/Abuse/Abuse042_x264.mp4,0,28476.0
/datahdd/Dataset/UCF_Crimes/Videos/Abuse/Abuse049_x264.mp4,0,2137.0
/datahdd/Dataset/UCF_Crimes/Videos/Abuse/Abuse046_x264.mp4,0,1159.0
/datahdd/Dataset/UCF_Crimes/Videos/Abuse/Abuse009_x264.mp4,0,1001.0
/datahdd/Dataset/UCF_Crimes/Videos/Abuse/Abuse036_x264.mp4,0,4703.0
